code,name,country,exchange,currency,type,market
FFCI11,Fundo de Investimento Imobiliario Rio Bravo Renda Corporativa,Brazil,SA,BRL,ETF,sa_etf
FIGS11,Fundo de Investimento Imobiliário General Shopping Ativo e Renda - FII,Brazil,SA,BRL,ETF,sa_etf
FIIB11,Real Estate Investment Fund Industry in Brazil,Brazil,SA,BRL,ETF,sa_etf
FIIP11B,RB Capital Renda I Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
FIND11,It Now IFNC Index Fund - FIND11 ETF,Brazil,SA,BRL,ETF,sa_etf
FIXX11,Fator IFIX Fundo Investimento Imobiliario - FII - Cotas Fund,Brazil,SA,BRL,ETF,sa_etf
FLMA11,Unitas DTVM S.A,Brazil,SA,BRL,ETF,sa_etf
FLRP11,Fundo de Investimento Imobiliário - FII Floripa Shopping,Brazil,SA,BRL,ETF,sa_etf
FMOF11,Fundos de Investimento Imobiliário Memorial Office Of Cotas,Brazil,SA,BRL,ETF,sa_etf
FNAM11,Fundo de Investimento Amazônia - FINAM,Brazil,SA,BRL,ETF,sa_etf
FNOR11,Finor -Ci Fund,Brazil,SA,BRL,ETF,sa_etf
FOFT11,HEDGE TOP FOFII 2 Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
FPAB11,Fundo de Investimento Imobiliário Projeto Água Branca,Brazil,SA,BRL,ETF,sa_etf
FPOR11,Porto Sudeste Royalties Fundo Investimento Participacoes Infraestrutura Fund,Brazil,SA,BRL,ETF,sa_etf
FSPE11,Fiset Pesca Fiset Fspe,Brazil,SA,BRL,ETF,sa_etf
FSRF11,Fiset FL Ref,Brazil,SA,BRL,ETF,sa_etf
FSTU11,Fiset Tur,Brazil,SA,BRL,ETF,sa_etf
FVPQ11,FII V PARQUE-CI,Brazil,SA,BRL,ETF,sa_etf
GGRC11,Ggr Covipe Renda Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
GOVE11,It Now IGCT Index Fund - GOVE11 ETF,Brazil,SA,BRL,ETF,sa_etf
GSFI11,General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
GTWR11,Fundo Investimento Imobiliario Green Towers,Brazil,SA,BRL,ETF,sa_etf
HABT11,Habitat Ii - Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HCRI11,Fundo de Investimento Imobiliário - FII Hospital da Criança,Brazil,SA,BRL,ETF,sa_etf
HCTR11,Fundo De Investimento Imobiliario Hectare Ce,Brazil,SA,BRL,ETF,sa_etf
HFOF11,Hedge Top Fofii 3 Fundo Investimento Imobilirio,Brazil,SA,BRL,ETF,sa_etf
HGBS11,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
HGCR11,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
HGFF11,CSHG Imobiliario Fof - Fundo De Investimento Imobiliario - Fii,Brazil,SA,BRL,ETF,sa_etf
HGLG11,Cshg Logistica - Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HGPO11,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HGRE11,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
HGRU11,CSHG Renda Urbana Fundo Investimento Imobilirio - FII,Brazil,SA,BRL,ETF,sa_etf
HLOG11,Hedge Logistica Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HMOC11,Fundo de Investimento Imobiliário GWI Renda Imobiliária - FII,Brazil,SA,BRL,ETF,sa_etf
HPDP11,Hedge Real Estate I Fundo De Investimento Imobliario,Brazil,SA,BRL,ETF,sa_etf
HRDF11,Hedge Realty Development Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
HSML11,Hsi Malls Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
HTMX11,FD Invest Imob Hotel Maxinvest,Brazil,SA,BRL,ETF,sa_etf
HUSC11,Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba,Brazil,SA,BRL,ETF,sa_etf
IBFF11,Fundo De Investimento Imobiliario Fof Integral Brei,Brazil,SA,BRL,ETF,sa_etf
IBOV11,IBOV11,Brazil,SA,BRL,ETF,sa_etf
IRDM11,Fundo Investimento Imobiliario Iridium Recebiveis Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
ISUS11,It Now ISE Index Fund - ISUS11 ETF,Brazil,SA,BRL,ETF,sa_etf
IVVB11,iShares S&P 500 FIC FI IE,Brazil,SA,BRL,ETF,sa_etf
JRDM11,Fundo de Investimento Imobiliário - FII Shopping Jardim Sul,Brazil,SA,BRL,ETF,sa_etf
JSRE11,JS Real Estate multigestão - FII fund,Brazil,SA,BRL,ETF,sa_etf
KDIF11,Kinea Infra Fundo Investimento Cotas Fundos Investimento Direitos Creditorios Infraestrutura,Brazil,SA,BRL,ETF,sa_etf
KFOF11,Kinea Fundo Fundos De Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
KINP11,Even Permuta Kinea Fii Fundo Investimento,Brazil,SA,BRL,ETF,sa_etf
KLBN11,Klabin S.A,Brazil,SA,BRL,ETF,sa_etf
KNCR11,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
KNHY11,Kinea High Yield Cri Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
KNIP11,Kinea Indices Precos Fundo Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
KNRE11,Kinea II Real Estate Equity Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
KNRI11,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
LGCP11,Imob I Fundo De Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
LUGG11,Luggo Fundo De Investimento Imobiliario De FII,Brazil,SA,BRL,ETF,sa_etf
LVBI11,Fundo De Investimento Imobiliario - VBI Logistico - Cota Fund,Brazil,SA,BRL,ETF,sa_etf
MALL11,Malls Brasil Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
MATB11,It Now IMAT Index Fund - MATB11 ETF,Brazil,SA,BRL,ETF,sa_etf
MAXR11,Fundo De Investimentos Imobiliarios - Max Ret,Brazil,SA,BRL,ETF,sa_etf
MBRF11,Fundo De Investimento Imobiliário Mercantil Do Brasil-fii -Inicio,Brazil,SA,BRL,ETF,sa_etf
MCCI11,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
MFII11,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,Brazil,SA,BRL,ETF,sa_etf
MGFF11,Fundo Investimento Imobiliario Mogno Fundo Fundos,Brazil,SA,BRL,ETF,sa_etf
MMXM11,MMX Mineração e Metálicos S.A,Brazil,SA,BRL,ETF,sa_etf
MXRF11,Maxi Renda Fundo De Investimento Imobiliaro - FII,Brazil,SA,BRL,ETF,sa_etf
NEWL11,Newport Logastica Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
NPAR11,Fii Fundo Investimento Imobiliario Nestpar,Brazil,SA,BRL,ETF,sa_etf
NSLU11,Hospital Nossa Senhora De Lourde Fund,Brazil,SA,BRL,ETF,sa_etf
NVHO11,Fundo Invest,Brazil,SA,BRL,ETF,sa_etf
ONEF11,Fundo de Investimento Imobiliario The One Fund,Brazil,SA,BRL,ETF,sa_etf
OUCY11,Fundo Investimento Imobiliario Ourinvest Cyrela FII,Brazil,SA,BRL,ETF,sa_etf
OUFF11,Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii,Brazil,SA,BRL,ETF,sa_etf
OUJP11,Ourinvest Jpp Fundo Investimento Imobiliario - Fii,Brazil,SA,BRL,ETF,sa_etf
OULG11B,Pedra Dourada Fundo De Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
PABY11,Fundo de Investimento Imobiliário Panamby,Brazil,SA,BRL,ETF,sa_etf
PATC11,Patria Edificios Corporativos Fundo Investimento Imobiliario Fii,Brazil,SA,BRL,ETF,sa_etf
PATL11,Patria Logistica Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
PFIN11,Perfin Apollo Energia Fundo De Investimento Em Participacoes Em Infraestrutura,Brazil,SA,BRL,ETF,sa_etf
PIBB11,It Now PIBB IBrX-50 Index Fund - PIBB11 ETF,Brazil,SA,BRL,ETF,sa_etf
PLCR11,Plural Recebiveis Imobiliarios Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
PLRI11,Polo Fundo de Investimento Imobiliario ? FII Recebiveis Imobiliarios IMO - Cotas Fund,Brazil,SA,BRL,ETF,sa_etf
PORD11,Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII,Brazil,SA,BRL,ETF,sa_etf
PPLA11,PPLA Participations Ltd,Brazil,SA,BRL,ETF,sa_etf
PQDP11,Parque Dom Pedro Shopping Center Fund,Brazil,SA,BRL,ETF,sa_etf
PRSN11B,Personale I Fundo Invest Imobiliario,Brazil,SA,BRL,ETF,sa_etf
PRSV11,Fundo de Investimento Imobiliário Presidente Vargas,Brazil,SA,BRL,ETF,sa_etf
PSVM11,Porto Sudeste do Brasil S.A. VAR INCOME UNDATED ROYALTIES BASED,Brazil,SA,BRL,ETF,sa_etf
QAGR11,Quasar Agro - Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
RBBV11,JHSF Rio Bravo Fazenda Boa Vista Capital Protegido Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
RBCB11,Rio Bravo Credito Imobiliario I Fundo de Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
RBCO11,RB Capital Office Income Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
RBDS11,RB Capital Development Residential Real Estate Investment Fund II,Brazil,SA,BRL,ETF,sa_etf
RBED11,Aesapar Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
RBFF11,Fator IFIX Fundo Investimento Imobiliario - FII - Cotas Fund,Brazil,SA,BRL,ETF,sa_etf
RBGS11,RB Capital General Shopping Sulacap Real Estate Investment Fund,Brazil,SA,BRL,ETF,sa_etf
RBIV11,Rio Bravo Credito Imobiliario IV Fundo De Investimento Imobiliario - FII,Brazil,SA,BRL,ETF,sa_etf
RBRD11,RB Capital Renda II Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
RBRF11,Fundo Investimento Imobiliario Rbr Alpha Fundos De Fundos,Brazil,SA,BRL,ETF,sa_etf
RBRP11,Fundo Investimento Imobiliario Rbr Properties Fii,Brazil,SA,BRL,ETF,sa_etf
RBRR11,Fundo Investimento Imobiliario - FII RBR Rendimento High Grade,Brazil,SA,BRL,ETF,sa_etf
RBRY11,Fundo Investimeto Imobiliario Rbr Private Credito Imobiliario,Brazil,SA,BRL,ETF,sa_etf
RBVA11,Fundo Invest Imobiliario Agencias Caixa - FII Fund,Brazil,SA,BRL,ETF,sa_etf
RCFA11,Grupo Rcfa Fundo De Investimento,Brazil,SA,BRL,ETF,sa_etf
RCRB11,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,Brazil,SA,BRL,ETF,sa_etf
RDPD11,Bb Renda Papeis Imobiliarios II Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
RECR11,Fundo Investimento Imobiliario Fii Ubs (Br) Recebveis Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
RECT11,Fundo De Investimento Imobiliario - FII UBS Office,Brazil,SA,BRL,ETF,sa_etf
RFOF11,Fundo De Investimento Imobiliario RB Capital I Fundo De Fundos,Brazil,SA,BRL,ETF,sa_etf
RNDP11,BB Renda de Papéis Imobiliários Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
RNEW11,Renova Energia S.A,Brazil,SA,BRL,ETF,sa_etf
RNGO11,Fundo de Investimento Imobiliário Rio Negro,Brazil,SA,BRL,ETF,sa_etf
SADI11,Santander Papeis Imobiliarios Cdi Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
SAIC11B,Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
SANB11,Banco Santander (Brasil) S.A,Brazil,SA,BRL,ETF,sa_etf
SAPR11,Companhia de Saneamento do Paraná - SANEPAR,Brazil,SA,BRL,ETF,sa_etf
SARE11,Santander Renda De Alugueis Fundo Investimento Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
SCPF11,Scp Fundo De Investimento NPV,Brazil,SA,BRL,ETF,sa_etf
SDIL11,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
SHPH11,FDO INV Imob Shopping Patio Higienopolis,Brazil,SA,BRL,ETF,sa_etf
SIMH3,SIMPAR S.A,Brazil,SA,BRL,ETF,sa_etf
SMAC11,It Now Small Cap Fundo de &#195;&#141;ndice,Brazil,SA,BRL,ETF,sa_etf
SMAL11,iShares BM&FBOVESPA Small Cap Fundo de &#195;&#141;ndice ETF,Brazil,SA,BRL,ETF,sa_etf
SPTW11,Sp Downtown Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
SULA11,Sul América S.A,Brazil,SA,BRL,ETF,sa_etf
TAEE11,Transmissora Aliança de Energia Elétrica S.A,Brazil,SA,BRL,ETF,sa_etf
TGAR11,Fundo Investimento Imobiliario Tg Ativo Real,Brazil,SA,BRL,ETF,sa_etf
THRA11,Fundo de Investimento Imobiliário BM Cyrela Thera Corporate,Brazil,SA,BRL,ETF,sa_etf
TIET11,AES Tietê Energia S.A,Brazil,SA,BRL,ETF,sa_etf
TIMS3,TIM S.A,Brazil,SA,BRL,ETF,sa_etf
TORD11,Tordesilhas Ei Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
TRNT11,Fundo de Investimento Imobiliário - FII Torre Norte,Brazil,SA,BRL,ETF,sa_etf
TRXF11,TRX Renda Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
VCJR11,Vectis Juros Real Fundo De Investimento Imobiliario - Fii,Brazil,SA,BRL,ETF,sa_etf
VGIR11,Valora Re III Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
VIGT11,Vinci Energia Fundo De Investimento Em Participacao Em Infraestrutura,Brazil,SA,BRL,ETF,sa_etf
VILG11,Vinci Logistica Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
VINO11,Vinci Corporate Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
VISC11,Vinci Shopping Centers Fundo Investimento Imobiliario - Fii,Brazil,SA,BRL,ETF,sa_etf
VLOL11,Fundo de Investimento Imobiliario - FII Vila Olimpia Corporate,Brazil,SA,BRL,ETF,sa_etf
VOTS11,Votorantim Securities Master Fundo Investimento Imobiliario Fii,Brazil,SA,BRL,ETF,sa_etf
VRTA11,Fator Veritá Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
VSHO11,FII Votorantim Securities,Brazil,SA,BRL,ETF,sa_etf
VTLT11,Fundo Investimento Imobiliario Votorantim Logistica,Brazil,SA,BRL,ETF,sa_etf
VVPR11,Fundo De Investimento Imobiliario V2 Properties,Brazil,SA,BRL,ETF,sa_etf
WPLZ11,Fundo Investec IMB Shopping West Plaza Fund,Brazil,SA,BRL,ETF,sa_etf
WTSP11B,Fundo De Investimento Imobiliario Ourinvest Re I,Brazil,SA,BRL,ETF,sa_etf
XFIX11,Trend Etf Ifix,Brazil,SA,BRL,ETF,sa_etf
XPCI11,Xp Credito Imobiliario ae Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
XPCM11,XP Corporate Macaé Fundo de Investimento Imobiliário - FII,Brazil,SA,BRL,ETF,sa_etf
XPHT11,XP Hoteis Fundo De Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
XPIE11,XP Infra Fund II Fundo De Investimento Em Participacoes Infraestrutura,Brazil,SA,BRL,ETF,sa_etf
XPIN11,Xp Industrial Fundo Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
XPLG11,Xp Log Fundo Investimento Imobiliario FII,Brazil,SA,BRL,ETF,sa_etf
XPML11,Xp Malls Fundo Investimentos Imobiliarios,Brazil,SA,BRL,ETF,sa_etf
XPPR11,Xp Properties Fundo De Investimento Imobiliario,Brazil,SA,BRL,ETF,sa_etf
XTED11,XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund,Brazil,SA,BRL,ETF,sa_etf
