code,name,country,exchange,currency,type,market
MXIM,"Maxim Integrated Products, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
NFLX,"Netflix, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
NTES,"NetEase, Inc. American Depositary Shares",US,Nasdaq,USD,Define Stock,us_tech_100
NVDA,NVIDIA Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
NXPI,NXP Semiconductors N.V. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
OKTA,"Okta, Inc. Class A Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
ORLY,"O'Reilly Automotive, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
PAYX,"Paychex, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
PCAR,PACCAR Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
PDD,Pinduoduo Inc. American Depositary Shares,US,Nasdaq,USD,Define Stock,us_tech_100
PEP,"PepsiCo, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
PTON,"Peloton Interactive, Inc. Class A Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
PYPL,"PayPal Holdings, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
QCOM,QUALCOMM Incorporated Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
REGN,"Regeneron Pharmaceuticals, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
ROST,"Ross Stores, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
SBUX,Starbucks Corporation Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
SGEN,Seagen Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
SIRI,Sirius XM Holdings Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
SNPS,"Synopsys, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
SPLK,Splunk Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
SWKS,"Skyworks Solutions, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
TCOM,Trip.com Group Limited American Depositary Shares,US,Nasdaq,USD,Define Stock,us_tech_100
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,US,Nasdaq,USD,Define Stock,us_tech_100
TMUS,"T-Mobile US, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
TSLA,"Tesla, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
TXN,Texas Instruments Incorporated Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
VRSK,"Verisk Analytics, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
VRSN,"VeriSign, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
WBA,"Walgreens Boots Alliance, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
WDAY,"Workday, Inc. Class A Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
XEL,Xcel Energy Inc. Common Stock,US,Nasdaq,USD,Define Stock,us_tech_100
XLNX,"Xilinx, Inc. Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
ZM,"Zoom Video Communications, Inc. Class A Common Stock",US,Nasdaq,USD,Define Stock,us_tech_100
